location,BHK,total_sqmeter,bath,price
BTM 2nd Stage,2,111.48,2,776268.5
BTM 2nd Stage,2,102.19,2,521208.85
BTM 2nd Stage,2,86.4,2,510119.3
BTM 2nd Stage,3,117.52,2,609925.25
BTM 2nd Stage,3,232.26,3,3825894.75
BTM Layout,2,106.84,2,698641.65
BTM Layout,6,306.58,6,1829775.75
BTM Layout,3,134.71,2,898253.55
BTM Layout,3,164.99,2,831716.25
BTM Layout,3,135.45,3,876074.45
BTM Layout,2,86.86,2,571111.82
BTM Layout,2,94.76,2,515664.07
BTM Layout,3,148.64,3,1242029.6
BTM Layout,3,120.77,2,831716.25
BTM Layout,3,143.07,2,864984.9
BTM Layout,1,41.81,1,221791.0
BTM Layout,2,111.11,2,629997.34
BTM Layout,3,136.57,2,1097865.45
Babusapalaya,3,126.16,2,481286.47
Babusapalaya,3,112.69,2,458996.47
Babusapalaya,3,149.67,2,731910.3
Babusapalaya,3,108.42,2,443360.21
Babusapalaya,3,155.61,3,831716.25
Babusapalaya,2,106.0,2,510119.3
Babusapalaya,2,139.35,2,632104.35
Babusapalaya,3,134.99,2,483393.48
Babusapalaya,2,97.55,2,499029.75
Babusapalaya,2,106.0,2,509010.34
Babusapalaya,3,126.16,2,477959.6
Babusapalaya,3,114.27,3,587746.15
Babusapalaya,2,102.66,2,443582.0
Babusapalaya,3,130.99,2,720820.75
Babusapalaya,2,134.71,2,620903.9
Babusapalaya,2,102.19,2,421402.9
Babusapalaya,3,112.69,2,403326.93
Babusapalaya,2,98.57,2,375270.37
Babusapalaya,2,98.57,2,431937.97
Babusapalaya,2,98.57,2,377044.7
Babusapalaya,2,115.66,2,643193.9
Badavala Nagar,3,138.8,2,1048516.95
Badavala Nagar,2,118.36,2,898253.55
Badavala Nagar,3,171.13,3,1275298.25
Badavala Nagar,3,138.8,2,1048516.95
Badavala Nagar,2,118.36,2,898253.55
Badavala Nagar,3,138.8,2,1048516.95
Badavala Nagar,3,171.13,3,1275298.25
Badavala Nagar,3,171.13,3,1275298.25
Badavala Nagar,3,171.13,3,1275298.25
Balagere,2,112.41,2,897144.59
Balagere,2,112.41,2,798447.6
Balagere,2,111.95,2,870529.67
Balagere,1,73.44,1,464652.14
Balagere,2,106.37,2,720820.75
Balagere,2,94.02,2,605378.53
Balagere,2,94.77,2,758303.43
Balagere,2,111.99,2,898253.55
Balagere,2,93.55,2,720820.75
Balagere,2,111.95,2,776268.5
Balagere,2,112.41,2,820626.7
Balagere,2,112.41,2,920432.65
Balagere,1,62.71,1,499029.75
Balagere,1,60.94,1,476850.65
Balagere,2,94.02,2,605378.53
Balagere,2,94.02,2,709731.2
Balagere,2,93.55,2,687552.1
Balagere,2,93.55,2,742999.85
Balagere,2,93.55,2,731910.3
Balagere,2,111.95,2,708178.66
Balagere,2,94.02,2,594178.09
Balagere,1,59.92,1,379040.82
Balagere,2,93.55,2,587746.15
Balagere,2,112.41,2,765178.95
Balagere,1,73.44,1,469032.52
Balagere,2,94.02,2,720820.75
Balagere,1,60.94,1,429941.85
Balagere,1,59.92,1,432492.45
Balagere,1,59.92,1,454671.55
Balagere,2,112.41,2,909343.1
Balagere,1,60.94,1,385583.65
Balagere,2,111.95,2,819185.06
Balagere,2,94.02,2,776268.5
Balagere,2,93.55,2,754089.4
Balagere,2,111.95,2,742999.85
Balagere,2,111.95,2,876074.45
Balagere,2,94.02,2,754089.4
Banashankari,3,111.48,2,465761.1
Banashankari,2,100.06,2,417410.66
Banashankari,3,136.57,2,982977.71
Banashankari,3,120.77,2,831716.25
Banashankari,3,167.22,3,1275298.25
Banashankari,2,104.52,2,698641.65
Banashankari,3,124.49,2,594399.88
Banashankari,2,121.7,2,887164.0
Banashankari,3,241.55,4,1497089.25
Banashankari,3,176.51,2,1885223.5
Banashankari,2,117.06,2,831716.25
Banashankari,2,108.7,2,518880.04
Banashankari,4,232.26,4,1053507.25
Banashankari,3,125.42,2,920432.65
Banashankari,3,132.39,3,553146.75
Banashankari,2,123.56,2,864984.9
Banashankari,3,130.06,2,864984.9
Banashankari,3,157.93,3,1386193.75
Banashankari,2,94.76,2,452342.74
Banashankari,2,148.64,2,709509.41
Banashankari,2,96.71,2,404103.2
Banashankari,1,222.97,1,2217910.0
Banashankari,2,129.13,2,953701.3
Banashankari,2,135.64,2,776268.5
Banashankari,2,111.48,2,665373.0
Banashankari,2,119.84,2,887164.0
Banashankari,2,110.18,2,720820.75
Banashankari,3,153.29,3,1120044.55
Banashankari,3,120.77,2,609925.25
Banashankari,2,109.72,2,831716.25
Banashankari,2,102.66,2,998059.5
Banashankari,1,66.89,1,665373.0
Banashankari,2,96.62,2,499029.75
Banashankari,2,123.56,2,853895.35
Banashankari,2,111.48,2,543387.95
Banashankari,2,110.09,2,742999.85
Banashankari,2,92.9,2,554477.5
Banashankari,3,153.29,3,1006376.66
Banashankari,3,153.29,3,1120044.55
Banashankari,2,121.7,2,891932.51
Banashankari,2,55.74,1,299417.85
Banashankari,2,132.85,2,973662.49
Banashankari,2,94.76,2,474965.43
Banashankari,3,127.46,2,532520.19
Banashankari,3,143.07,3,887164.0
Banashankari,3,156.35,3,1275298.25
Banashankari,3,167.22,3,1386193.75
Banashankari,2,109.16,2,456113.19
Banashankari,3,162.58,2,986969.95
Banashankari,2,134.71,2,562794.66
Banashankari,3,164.44,3,1197671.4
Banashankari,3,167.22,3,1386193.75
Banashankari,3,111.48,2,465761.1
Banashankari,3,131.92,3,731910.3
Banashankari,3,111.48,3,826393.27
Banashankari,2,102.19,2,698641.65
Banashankari,2,94.76,2,452342.74
Banashankari,2,117.06,2,831716.25
Banashankari,3,124.49,2,594399.88
Banashankari,3,132.48,3,942611.75
Banashankari Stage II,2,157.93,2,1663432.5
Banashankari Stage II,4,111.48,2,1663432.5
Banashankari Stage II,3,139.35,2,1330746.0
Banashankari Stage II,5,222.97,3,5655670.5
Banashankari Stage II,3,115.2,2,660050.02
Banashankari Stage II,2,116.13,2,1219850.5
Banashankari Stage II,3,117.06,2,1053507.25
Banashankari Stage II,3,222.97,2,3326865.0
Banashankari Stage II,2,130.06,2,1108955.0
Banashankari Stage II,5,260.13,3,4713058.75
Banashankari Stage II,3,278.71,3,4990297.5
Banashankari Stage II,3,111.48,2,2195730.9
Banashankari Stage II,2,115.66,2,1386193.75
Banashankari Stage III,3,121.24,2,650956.58
Banashankari Stage III,2,106.37,2,647629.72
Banashankari Stage III,3,153.29,3,1308566.9
Banashankari Stage III,4,222.97,4,2661492.0
Banashankari Stage III,3,125.42,2,754089.4
Banashankari Stage III,4,185.8,4,1108955.0
Banashankari Stage III,3,121.24,2,654283.45
Banashankari Stage III,3,121.24,2,665373.0
Banashankari Stage III,2,111.48,2,465761.1
Banashankari Stage III,3,121.24,2,654283.45
Banashankari Stage III,3,137.5,3,837039.23
Banashankari Stage III,3,121.24,2,654283.45
Banashankari Stage III,2,121.14,2,1230940.05
Banashankari Stage III,6,278.71,6,1663432.5
Banashankari Stage III,2,100.8,2,554477.5
Banashankari Stage III,3,139.35,2,1108955.0
Banashankari Stage III,4,195.09,3,1630163.85
Banashankari Stage III,3,131.92,2,1053507.25
Banashankari Stage V,3,120.77,2,648738.67
Banashankari Stage V,3,121.24,2,543387.95
Banashankari Stage V,2,96.15,2,396673.2
Banashankari Stage V,3,125.88,2,676462.55
Banashankari Stage V,3,140.28,3,527529.89
Banashankari Stage V,3,153.29,3,576434.81
Banashankari Stage V,3,151.43,3,569448.39
Banashankari Stage V,3,140.28,3,527529.89
Banashankari Stage V,3,122.17,2,543387.95
Banashankari Stage V,3,143.07,3,537954.07
Banashankari Stage V,2,85.47,2,460216.32
Banashankari Stage VI,2,109.39,2,664652.18
Banashankari Stage VI,4,445.93,4,2107014.5
Banashankari Stage VI,4,260.13,4,986969.95
Banashankari Stage VI,4,204.38,4,2162462.25
Banashankari Stage VI,2,107.77,2,654283.45
Banashankari Stage VI,2,109.62,2,659495.54
Banashankari Stage VI,3,132.2,2,795453.42
Banashankari Stage VI,3,129.32,3,770280.14
Banashankari Stage VI,3,131.04,2,780537.98
Banashankari Stage VI,4,445.93,3,2217910.0
Banaswadi,2,110.0,2,587746.15
Banaswadi,2,106.37,2,609925.25
Banaswadi,2,116.13,2,665373.0
Banaswadi,2,126.81,2,809537.15
Banaswadi,5,176.79,6,1552537.0
Banaswadi,2,113.53,2,887164.0
Banaswadi,2,80.82,2,421402.9
Banaswadi,2,111.48,2,665373.0
Banaswadi,3,148.64,3,826171.47
Banaswadi,2,124.49,2,809537.15
Banaswadi,2,93.65,2,576656.6
Banaswadi,2,102.66,2,632104.35
Banjara Layout,2,111.48,2,776268.5
Banjara Layout,2,97.55,2,718602.84
Banjara Layout,2,69.96,3,659828.22
Banjara Layout,3,232.26,4,1552537.0
Bannerghatta,3,154.68,3,1219850.5
Bannerghatta,3,220.18,4,2162462.25
Bannerghatta,2,102.19,2,731910.3
Bannerghatta,2,103.4,2,776268.5
Bannerghatta,2,111.48,2,811755.06
Bannerghatta,2,99.41,2,964790.85
Bannerghatta,3,164.99,3,1375104.2
Bannerghatta,3,164.99,3,1663432.5
Bannerghatta Road,1,46.45,1,205156.67
Bannerghatta Road,2,97.55,2,720820.75
Bannerghatta Road,3,108.7,2,731910.3
Bannerghatta Road,1,55.28,1,369503.81
Bannerghatta Road,3,134.24,3,1053507.25
Bannerghatta Road,3,152.36,2,1330746.0
Bannerghatta Road,4,128.21,3,643193.9
Bannerghatta Road,3,135.64,2,998059.5
Bannerghatta Road,3,144.56,2,655725.09
Bannerghatta Road,2,109.53,2,732132.09
Bannerghatta Road,2,104.28,2,653562.63
Bannerghatta Road,2,73.67,2,499029.75
Bannerghatta Road,3,137.87,3,582201.38
Bannerghatta Road,2,130.06,2,864984.9
Bannerghatta Road,5,250.84,5,1752148.9
Bannerghatta Road,2,112.88,2,554477.5
Bannerghatta Road,3,153.66,3,1108955.0
Bannerghatta Road,2,109.72,2,609925.25
Bannerghatta Road,3,135.64,2,798447.6
Bannerghatta Road,2,111.48,2,831716.25
Bannerghatta Road,3,163.51,3,742999.85
Bannerghatta Road,1,55.28,1,352980.38
Bannerghatta Road,2,102.66,2,565567.05
Bannerghatta Road,2,116.59,2,723704.03
Bannerghatta Road,3,144.0,3,864984.9
Bannerghatta Road,3,144.0,3,909343.1
Bannerghatta Road,3,144.0,2,831716.25
Bannerghatta Road,3,153.29,3,1352925.1
Bannerghatta Road,2,84.73,2,609925.25
Bannerghatta Road,2,113.15,2,809537.15
Bannerghatta Road,3,132.57,2,537954.07
Bannerghatta Road,2,103.59,2,722151.5
Bannerghatta Road,3,124.86,2,465761.1
Bannerghatta Road,3,175.86,3,1108955.0
Bannerghatta Road,3,148.64,3,1053507.25
Bannerghatta Road,2,118.45,2,720820.75
Bannerghatta Road,2,82.87,2,432492.45
Bannerghatta Road,3,174.66,3,1053507.25
Bannerghatta Road,2,117.06,2,776268.5
Bannerghatta Road,3,166.11,3,998059.5
Bannerghatta Road,2,107.49,2,443582.0
Bannerghatta Road,2,106.84,2,720820.75
Bannerghatta Road,4,929.02,4,4990297.5
Bannerghatta Road,2,102.19,2,432492.45
Bannerghatta Road,3,130.06,3,754089.4
Bannerghatta Road,3,160.26,3,1219850.5
Bannerghatta Road,6,171.87,6,1663432.5
Bannerghatta Road,3,836.12,4,4324924.5
Bannerghatta Road,2,88.26,2,421402.9
Bannerghatta Road,2,113.34,2,887164.0
Bannerghatta Road,2,104.98,2,864984.9
Bannerghatta Road,3,125.42,2,565567.05
Bannerghatta Road,3,138.05,3,922872.35
Bannerghatta Road,3,135.64,2,831716.25
Bannerghatta Road,2,94.3,2,532298.4
Bannerghatta Road,2,103.59,2,676462.55
Bannerghatta Road,2,105.54,2,532298.4
Bannerghatta Road,4,250.84,4,2883283.0
Bannerghatta Road,3,111.48,2,765178.95
Bannerghatta Road,3,136.1,2,842805.8
Bannerghatta Road,2,121.01,2,751095.22
Bannerghatta Road,2,111.48,2,720820.75
Bannerghatta Road,2,115.2,2,720820.75
Bannerghatta Road,3,137.12,3,1386193.75
Bannerghatta Road,3,102.19,2,576656.6
Bannerghatta Road,3,142.37,3,934738.17
Bannerghatta Road,3,136.1,2,508677.66
Bannerghatta Road,2,117.8,2,765178.95
Bannerghatta Road,3,134.71,2,964790.85
Bannerghatta Road,4,272.39,5,2162462.25
Bannerghatta Road,3,134.71,3,487940.2
Bannerghatta Road,3,150.97,2,831716.25
Bannerghatta Road,2,89.19,2,643193.9
Bannerghatta Road,3,162.58,3,1441641.5
Bannerghatta Road,2,118.45,2,809537.15
Bannerghatta Road,3,132.85,3,654283.45
Bannerghatta Road,2,115.2,2,787358.05
Bannerghatta Road,3,121.24,2,665373.0
Bannerghatta Road,2,112.88,2,754089.4
Bannerghatta Road,2,112.88,2,754089.4
Bannerghatta Road,3,175.96,3,1275298.25
Bannerghatta Road,3,153.75,2,697421.8
Bannerghatta Road,3,157.28,3,986969.95
Bannerghatta Road,2,118.91,2,667147.33
Bannerghatta Road,4,300.07,5,1829775.75
Bannerghatta Road,1,58.53,1,388134.25
Bannerghatta Road,2,112.88,2,754089.4
Bannerghatta Road,3,126.81,3,844801.92
Bannerghatta Road,2,103.59,2,864984.9
Bannerghatta Road,3,142.37,3,881231.09
Bannerghatta Road,3,142.6,3,665373.0
Bannerghatta Road,3,153.75,3,998059.5
Bannerghatta Road,2,115.85,2,525533.77
Bannerghatta Road,2,114.97,2,548821.83
Bannerghatta Road,3,153.29,3,1042417.7
Bannerghatta Road,2,84.08,2,720820.75
Bannerghatta Road,2,92.9,2,554477.5
Bannerghatta Road,4,202.99,3,1330746.0
Bannerghatta Road,2,94.02,2,499029.75
Bannerghatta Road,3,160.26,3,942611.75
Bannerghatta Road,3,135.64,2,887164.0
Bannerghatta Road,2,124.49,2,942611.75
Bannerghatta Road,3,158.96,3,1386193.75
Bannerghatta Road,3,141.21,2,898253.55
Bannerghatta Road,3,262.54,3,1641253.4
Bannerghatta Road,2,103.59,2,676462.55
Bannerghatta Road,2,107.21,2,521208.85
Bannerghatta Road,2,92.9,2,493484.97
Bannerghatta Road,2,116.13,2,532298.4
Bannerghatta Road,3,152.36,3,1164402.75
Bannerghatta Road,3,153.85,2,697865.38
Bannerghatta Road,2,94.02,2,487940.2
Bannerghatta Road,3,141.86,3,1275298.25
Bannerghatta Road,3,154.22,3,942611.75
Bannerghatta Road,3,174.66,3,1070141.57
Bannerghatta Road,3,144.0,3,1064596.8
Bannerghatta Road,2,111.48,2,864984.9
Bannerghatta Road,3,175.12,3,1386193.75
Bannerghatta Road,3,134.99,2,809537.15
Bannerghatta Road,3,134.71,2,864984.9
Bannerghatta Road,1,65.03,1,345993.96
Bannerghatta Road,3,151.43,3,754089.4
Bannerghatta Road,3,130.06,3,765178.95
Bannerghatta Road,2,84.08,2,643193.9
Bannerghatta Road,3,136.1,2,831716.25
Bannerghatta Road,3,178.37,3,1352925.1
Bannerghatta Road,4,222.97,4,1996119.0
Bannerghatta Road,3,154.22,3,887164.0
Bannerghatta Road,2,117.99,2,499029.75
Bannerghatta Road,3,141.21,2,887164.0
Bannerghatta Road,3,117.99,2,809537.15
Bannerghatta Road,3,171.5,3,1330746.0
Bannerghatta Road,4,278.71,4,1552537.0
Bannerghatta Road,2,104.28,2,684668.82
Bannerghatta Road,3,153.75,3,1053507.25
Bannerghatta Road,2,112.04,2,587746.15
Bannerghatta Road,2,106.84,2,609925.25
Bannerghatta Road,2,112.88,2,720820.75
Bannerghatta Road,3,140.28,2,1219850.5
Bannerghatta Road,2,94.95,2,388134.25
Bannerghatta Road,2,115.76,2,525090.19
Bannerghatta Road,3,136.57,2,942611.75
Bannerghatta Road,2,107.77,2,499029.75
Bannerghatta Road,2,90.12,2,632104.35
Bannerghatta Road,3,141.86,3,1574716.1
Basavangudi,4,104.52,4,1996119.0
Basavangudi,3,204.38,2,1796507.1
Basavangudi,3,217.11,4,3238148.6
Basavangudi,3,218.32,3,3326865.0
Basavangudi,3,139.35,2,1585805.65
Basavangudi,3,171.87,3,1863044.4
Basavangudi,1,55.74,1,1081231.12
Basavangudi,3,199.74,3,2938730.75
Basavangudi,2,96.25,2,1164402.75
Basavangudi,4,232.26,4,1663432.5
Basavangudi,4,241.55,4,2883283.0
Basavangudi,3,213.68,3,3515387.35
Basavangudi,3,148.64,2,1774328.0
Basavangudi,2,144.93,2,1607984.75
Basavangudi,3,169.55,3,1940671.25
Basavangudi,3,167.22,3,2162462.25
Basavangudi,2,102.19,2,1031328.15
Basavangudi,3,143.27,3,1330746.0
Basavangudi,2,97.55,2,1142223.65
Basavangudi,3,125.42,2,1441641.5
Basavangudi,3,137.96,3,1552537.0
Basavangudi,2,109.62,2,1375104.2
Basavangudi,3,148.64,3,1441641.5
Basavangudi,2,111.48,2,1330746.0
Basavangudi,3,171.87,3,1663432.5
Basavangudi,2,114.27,2,887164.0
Basavangudi,3,218.32,3,3326865.0
Basavangudi,4,227.89,3,2772387.5
Basavangudi,3,153.29,3,1386193.75
Basaveshwara Nagar,5,418.06,5,4602163.25
Basaveshwara Nagar,3,173.26,3,1607984.75
Basaveshwara Nagar,2,111.48,2,998059.5
Basaveshwara Nagar,5,222.97,4,3437760.5
Basaveshwara Nagar,2,111.48,2,887164.0
Basaveshwara Nagar,2,83.61,2,665373.0
Basaveshwara Nagar,3,176.51,3,1663432.5
Basaveshwara Nagar,2,111.48,2,942611.75
Basaveshwara Nagar,2,111.48,2,776268.5
Battarahalli,2,111.48,2,720820.75
Battarahalli,3,165.27,3,993734.58
Battarahalli,2,120.77,2,554477.5
Battarahalli,3,180.69,3,1080343.96
Battarahalli,3,165.09,3,1108955.0
Battarahalli,2,105.44,2,476850.65
Battarahalli,2,118.54,2,499029.75
Battarahalli,3,174.66,3,1046409.94
Battarahalli,2,99.5,2,687552.1
Battarahalli,2,108.23,2,476850.65
Battarahalli,2,151.99,2,919212.8
Battarahalli,3,165.27,3,998059.5
Battarahalli,3,140.84,3,720820.75
Battarahalli,2,101.26,2,425506.03
Battarahalli,3,193.42,3,1153313.2
Battarahalli,3,188.03,3,1142223.65
Battarahalli,2,101.91,2,543387.95
Begur,4,154.59,4,720820.75
Begur,3,131.83,2,654283.45
Begur,3,146.79,3,831716.25
Begur,3,144.83,3,698641.65
Begur,3,134.24,2,522317.8
Begur,3,137.03,2,820626.7
Begur,3,325.16,4,2051566.75
Begur,2,102.19,2,609925.25
Begur,2,121.33,2,720820.75
Begur,3,121.14,3,720820.75
Begur,3,131.09,2,665373.0
Begur,2,75.72,2,443582.0
Begur,3,134.06,2,776268.5
Begur Road,2,111.48,2,487940.2
Begur Road,2,111.48,2,518990.94
Begur Road,2,107.77,2,487940.2
Begur Road,3,147.16,3,720820.75
Begur Road,3,139.35,2,598835.7
Begur Road,3,150.04,3,662711.51
Begur Road,2,111.48,2,479068.56
Begur Road,2,107.77,2,488827.36
Begur Road,2,111.48,2,499029.75
Begur Road,3,150.04,3,665373.0
Begur Road,3,130.99,2,587746.15
Begur Road,2,111.48,2,419184.99
Begur Road,2,107.77,2,450124.83
Begur Road,2,117.06,2,516994.82
Begur Road,3,148.64,3,644746.44
Begur Road,3,130.99,2,492597.81
Begur Road,3,139.35,2,776268.5
Begur Road,2,107.77,2,465761.1
Begur Road,2,115.2,2,433157.82
Begur Road,2,111.48,2,499029.75
Begur Road,3,139.35,2,609925.25
Begur Road,3,130.99,2,578541.82
Begur Road,3,150.04,3,643193.9
Begur Road,3,147.06,3,825062.52
Begur Road,2,108.7,2,510119.3
Begur Road,2,107.77,2,475963.49
Begur Road,3,130.99,2,578541.82
Begur Road,3,130.99,2,555142.87
Begur Road,3,145.39,2,662711.51
Begur Road,2,107.77,2,465761.1
Begur Road,3,130.06,2,555142.87
Begur Road,3,130.99,2,594178.09
Begur Road,2,111.48,2,499029.75
Begur Road,2,111.48,2,472414.83
Begur Road,2,107.77,2,465761.1
Begur Road,2,123.93,2,473412.89
Begur Road,3,145.39,2,642195.84
Begur Road,2,111.48,2,505683.48
Begur Road,2,112.88,2,478292.29
Begur Road,2,107.77,2,405212.16
Begur Road,3,150.04,3,564125.41
Begur Road,2,111.48,2,492376.02
Begur Road,3,145.39,2,546714.81
Begur Road,2,117.06,2,440144.24
Begur Road,2,107.77,2,487940.2
Begur Road,3,130.99,2,547158.4
Begur Road,2,88.44,2,465761.1
Begur Road,3,145.39,2,624785.25
Begur Road,3,145.39,2,621014.8
Begur Road,2,111.48,2,465761.1
Begur Road,2,115.2,2,508788.55
Begur Road,3,111.48,3,554477.5
Begur Road,3,130.99,2,492597.81
Begur Road,2,111.48,2,487940.2
Begur Road,3,139.35,2,523981.24
Begur Road,2,102.19,2,472414.83
Begur Road,3,145.39,2,642195.84
Begur Road,2,111.48,2,492376.02
Begur Road,2,107.77,2,405212.16
Begur Road,2,112.88,2,485167.81
Begur Road,2,111.48,2,496035.57
Begur Road,2,107.77,2,465761.1
Begur Road,3,130.99,2,609814.35
Bellandur,3,164.16,3,1142223.65
Bellandur,2,111.95,2,731910.3
Bellandur,2,116.13,2,842805.8
Bellandur,2,92.9,2,554477.5
Bellandur,2,119.01,2,820626.7
Bellandur,2,85.56,2,443582.0
Bellandur,4,188.13,4,1208760.95
Bellandur,3,138.42,2,1086775.9
Bellandur,3,129.88,3,754089.4
Bellandur,3,189.43,3,1863044.4
Bellandur,3,149.11,3,942611.75
Bellandur,3,157.19,3,975880.4
Bellandur,2,113.34,2,665373.0
Bellandur,2,120.68,2,909343.1
Bellandur,2,83.61,2,621014.8
Bellandur,2,125.42,2,876074.45
Bellandur,2,119.47,2,632104.35
Bellandur,4,280.19,4,2550596.5
Bellandur,2,135.36,2,942611.75
Bellandur,2,111.02,2,565567.05
Bellandur,2,97.55,2,798447.6
Bellandur,4,334.45,4,2883283.0
Bellandur,2,121.7,2,798447.6
Bellandur,2,85.84,2,389354.1
Bellandur,3,165.83,3,1308566.9
Bellandur,2,97.64,2,665373.0
Bellandur,3,134.71,3,754089.4
Bellandur,2,98.48,2,720820.75
Bellandur,2,102.19,2,687552.1
Bellandur,2,144.0,2,654283.45
Bellandur,2,85.84,2,389354.1
Bellandur,3,130.06,2,496922.74
Bellandur,3,156.54,3,1108955.0
Bellandur,2,91.23,2,609925.25
Bellandur,2,91.14,2,413418.42
Bellandur,2,111.95,2,654283.45
Bellandur,2,98.76,2,643193.9
Bellandur,2,111.58,2,665262.1
Bellandur,2,123.1,2,720820.75
Bellandur,2,119.01,2,964790.85
Bellandur,3,185.8,3,942611.75
Bellandur,2,111.48,2,576656.6
Bellandur,3,165.83,3,1330746.0
Bellandur,2,101.08,2,532298.4
Bellandur,2,121.7,2,942611.75
Bellandur,2,91.23,2,413418.42
Bellandur,2,136.1,3,998059.5
Bellandur,3,164.16,3,1208760.95
Bellandur,2,85.84,2,389354.1
Bellandur,4,334.45,4,2716939.75
Bellandur,2,108.7,2,518880.04
Bellandur,2,106.84,2,770058.35
Bellandur,2,111.48,2,499029.75
Bellandur,3,170.01,3,998059.5
Bellandur,2,130.99,3,1020238.6
Bellandur,2,88.26,2,388134.25
Bellandur,2,94.3,2,665373.0
Bellandur,3,232.26,4,1242029.6
Bellandur,3,156.54,3,1120044.55
Bellandur,3,161.19,3,1164402.75
Bellandur,3,156.54,3,1275298.25
Bellandur,3,171.5,3,1497089.25
Bellandur,2,97.45,2,565567.05
Bellandur,3,125.42,2,698641.65
Bellandur,2,112.5,2,698641.65
Bellandur,3,159.51,3,1219850.5
Bellandur,3,131.92,3,687552.1
Bellandur,2,110.09,2,525533.77
Bellandur,2,111.48,2,687552.1
Bellandur,3,164.16,3,986969.95
Bellandur,3,170.01,3,986969.95
Bellandur,3,222.97,3,1275298.25
Bellandur,2,116.22,2,521208.85
Bellandur,3,154.68,3,942611.75
Bellandur,2,89.19,2,532298.4
Bellandur,3,157.0,2,1286387.8
Bellandur,1,88.26,1,443582.0
Bellandur,2,78.97,2,499029.75
Bellandur,2,135.08,2,998059.5
Bellandur,3,170.01,3,1018686.06
Bellandur,2,111.02,2,576656.6
Bellandur,3,133.31,2,1275298.25
Bellandur,3,170.01,3,996839.65
Bellandur,2,117.06,2,925977.42
Bellandur,3,142.6,3,998059.5
Bellandur,2,97.27,2,831716.25
Bellandur,2,101.82,2,443582.0
Bellandur,2,117.24,2,521208.85
Benson Town,3,297.29,4,3881342.5
Benson Town,4,414.34,5,7208207.5
Benson Town,3,264.77,4,5212088.5
Benson Town,2,120.77,2,1330746.0
Benson Town,2,145.58,3,1552537.0
Benson Town,2,156.83,2,2994178.5
Benson Town,3,167.69,3,3105074.0
Benson Town,2,156.82,2,3105074.0
Bharathi Nagar,2,122.82,2,754089.4
Bharathi Nagar,2,125.51,2,776268.5
Bharathi Nagar,2,128.58,2,654283.45
Bharathi Nagar,2,125.51,2,820626.7
Bharathi Nagar,2,133.04,2,754089.4
Bharathi Nagar,3,154.59,3,775048.65
Bharathi Nagar,2,125.33,2,628777.48
Bharathi Nagar,2,123.37,2,765178.95
Bharathi Nagar,2,120.77,2,619462.26
Bhoganhalli,3,155.15,3,1097865.45
Bhoganhalli,4,196.86,4,1230940.05
Bhoganhalli,3,159.61,3,1000277.41
Bhoganhalli,2,134.15,2,842473.11
Bhoganhalli,2,134.43,2,842473.11
Bhoganhalli,3,157.93,3,1397283.3
Bhoganhalli,2,134.43,2,842473.11
Bhoganhalli,3,149.57,3,937399.66
Bhoganhalli,4,183.39,4,1175492.3
Bhoganhalli,4,201.69,4,1230940.05
Bhoganhalli,3,163.51,3,1408372.85
Bhoganhalli,4,196.86,4,1230940.05
Bhoganhalli,2,134.43,2,842473.11
Bhoganhalli,3,181.07,3,1430551.95
Bhoganhalli,3,163.51,3,1419462.4
Bhoganhalli,2,134.43,2,842473.11
Bhoganhalli,4,226.59,4,2051566.75
Bhoganhalli,3,129.6,2,776268.5
Bhoganhalli,4,196.86,4,1230940.05
Bhoganhalli,3,135.45,3,869975.2
Bhoganhalli,2,134.15,2,842473.11
Bhoganhalli,2,111.95,2,714943.29
Bhoganhalli,2,134.43,2,842473.11
Bhoganhalli,4,226.59,5,1885223.5
Bhoganhalli,4,196.86,4,1230940.05
Bhoganhalli,2,111.95,2,757638.06
Bhoganhalli,2,117.06,2,775159.55
Bhoganhalli,4,226.59,4,1885223.5
Bhoganhalli,3,158.58,3,1275298.25
Bhoganhalli,3,149.57,3,937399.66
Bhoganhalli,2,90.12,2,582201.38
Bhoganhalli,3,159.61,3,1000277.41
Bhoganhalli,2,118.64,2,885944.15
Bhoganhalli,4,196.86,4,1230940.05
Bhoganhalli,3,158.21,3,1330746.0
Billekahalli,3,179.77,3,1219850.5
Billekahalli,2,104.52,2,687552.1
Billekahalli,3,153.29,3,975880.4
Billekahalli,2,101.26,2,576656.6
Billekahalli,2,103.31,2,687552.1
Billekahalli,3,222.97,3,1663432.5
Billekahalli,3,275.73,3,2495148.75
Billekahalli,2,88.26,2,644413.75
Billekahalli,2,126.35,2,1219850.5
Billekahalli,2,104.52,2,720820.75
Billekahalli,2,88.26,2,621014.8
Billekahalli,3,119.84,3,687552.1
Billekahalli,3,167.69,3,1485999.7
Binny Pete,3,163.04,3,1352925.1
Binny Pete,1,61.78,1,562794.66
Binny Pete,1,61.32,1,598835.7
Binny Pete,1,61.32,1,687552.1
Binny Pete,2,126.81,2,1352925.1
Binny Pete,3,166.76,3,1541447.45
Binny Pete,3,161.65,3,1663432.5
Binny Pete,3,183.02,3,1818686.2
Binny Pete,3,140.84,3,1630163.85
Bisuvanahalli,3,109.62,3,532298.4
Bisuvanahalli,3,99.87,2,388134.25
Bisuvanahalli,3,99.87,2,510119.3
Bisuvanahalli,3,99.87,2,399223.8
Bisuvanahalli,3,99.87,2,410313.35
